@RELATION bad_actors 
 @ATTRIBUTE author_guid string 
 @ATTRIBUTE ClaimFeatureGenerator_claim_type numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_friends_followers_ratio numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_favorites numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_followers numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_friends numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_listed_count numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_protected numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_statuses numeric 
 @ATTRIBUTE FootprintFeatureGenerator_avg_num_of_verified numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_favorites numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_followers numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_friends numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_listed_count numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_protected numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_statuses numeric 
 @ATTRIBUTE FootprintFeatureGenerator_max_num_of_verified numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_favorites numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_followers numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_friends numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_listed_count numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_protected numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_statuses numeric 
 @ATTRIBUTE FootprintFeatureGenerator_min_num_of_verified numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_friends_followers_ratio numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_favorites numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_followers numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_friends numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_listed_count numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_protected numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_statuses numeric 
 @ATTRIBUTE FootprintFeatureGenerator_std_dev_num_of_verified numeric 
  @DATA 
2321732e-9c9d-3647-ad72-03090610f4eb, False, 1.63575946468297, 11988, 4730, 2166, 68, 0, 32013, 700, 105120, 114593, 84444, 1147, 0, 648941, 1, 0, 10, 1, 0, 0, 124, 0, 1.80205436153422, 22581.7195599685, 15751.648881444, 9725.67236431039, 158.802235270647, 0.0, 77227.8030725049, 701 
2412648e-14d3-3229-87c7-5f3faf8244af, False, 3.56868647312849, 31230, 847, 1165, 11, 0, 16333, 700, 177537, 3912, 4993, 111, 0, 136426, 0, 14, 1, 37, 0, 0, 159, 0, 6.38159943802822, 49394.1654302092, 1091.89581360743, 1351.06776313623, 25.4956338173814, 0.0, 29251.322404869, 701 
248726b2-f103-34e4-ab36-121420b96184, False, 1.52266709901919, 14514, 1513, 1023, 11, 0, 20839, 700, 141466, 11891, 6679, 77, 0, 351351, 0, 0, 12, 1, 0, 0, 96, 0, 1.51192876379558, 25331.2324942969, 2401.02313975669, 1457.43810399949, 19.0305002163684, 0.0, 51041.8358827108, 701 
27a36aee-88c0-3255-a05b-0f9e466078d7, True, 1.92864848832529, 18876, 3884, 3118, 44, 0, 22995, 700, 237212, 38617, 38592, 958, 0, 211711, 0, 0, 0, 0, 0, 0, 2, 0, 1.92754784712286, 41161.632820928, 8575.74158059482, 6797.4593965807, 160.784292054381, 0.0, 39925.0749215404, 701 
28bd056c-b80e-348a-a19c-271fd1c8a7b8, False, 2.69518638596018, 3898, 1463, 1560, 54, 0, 50736, 700, 37152, 12724, 11556, 380, 0, 392186, 0, 0, 1, 0, 0, 0, 463, 0, 3.01054840398907, 9931.62621717654, 3152.23819265992, 2562.45549249966, 103.799185128465, 0.0, 90771.0438596652, 701 
2a00554e-e7a6-3a9b-8ca3-6de3369bad3f, False, 1.33419234676067, 51, 1412, 1487, 43, 0, 12571, 700, 396, 4216, 5928, 259, 0, 48184, 0, 0, 6, 12, 0, 0, 1570, 0, 1.06904703593867, 130.382550116954, 1526.56524180921, 1840.27168085992, 81.8763358669646, 0.0, 14573.5852652796, 701 
2b23a3d7-9526-3735-811d-79cdec01829a, False, 1.66605759882455, 4785, 17081, 1982, 581, 0, 206992, 700, 37418, 291739, 18971, 7990, 0, 2228409, 1, 0, 6, 0, 0, 0, 43, 0, 1.956713242796, 10360.6357555895, 63139.0796408215, 4041.43687442969, 1744.33154532044, 0.0, 528602.647122607, 701 
2b3b4d1a-173a-3490-8ecd-889300a852b1, False, 2.78722083987498, 5851, 1073, 534, 8, 0, 37408, 700, 62246, 32341, 5000, 266, 0, 2424356, 0, 0, 1, 1, 0, 0, 19, 0, 3.75742413809536, 11602.4790252175, 4152.1912240907, 867.742590176443, 30.5314690031416, 0.0, 230429.862983748, 701 
2d809218-707f-3d86-958e-e4566502d19b, True, 1.46812027195626, 12790, 130948, 2116, 537, 0, 37803, 700, 140146, 6221540, 36069, 14455, 0, 276200, 1, 0, 8, 1, 0, 0, 56, 0, 1.87548907836184, 25611.270743358, 835424.99869035, 5321.2606996264, 2454.84411624065, 0.0, 67116.7624446327, 701 
2e07eeef-c6c4-3995-8305-0de6a29678af, ?, 1.77712760531102, 5633, 66974, 2916, 248, 0, 73990, 700, 61329, 2793240, 94100, 5810, 0, 846305, 1, 0, 8, 1, 0, 0, 76, 0, 2.20876079187062, 13323.5809363016, 380826.437890655, 13046.5016917026, 949.908086839199, 0.0, 163529.57370269, 701 
2eb6d412-2935-3328-b4de-cd0d37c4b6bf, False, 2.8291191934057, 12763, 6959, 3440, 57, 0, 28175, 700, 119252, 115128, 58500, 730, 0, 412829, 1, 0, 1, 10, 0, 0, 78, 0, 7.03273052597042, 21343.8801104408, 18391.1307240922, 7552.11745900988, 145.560301257752, 0.0, 56075.4759175558, 701 
2eef11f8-bebc-3c5f-9940-38ce1cfa5df5, False, 7.5873706999441, 742, 115, 226, 6, 0, 11242, 700, 1680, 206, 445, 21, 0, 42656, 0, 0, 8, 47, 0, 0, 715, 0, 13.3037013988296, 561.350578713715, 70.4122779697468, 147.676918380031, 7.60847480700889, 0.0, 15453.119434276, 701 
30078a6a-fbdf-3b38-bcd0-ad3b1e9e7419, True, 1.3524511352665, 12099, 34408, 1852, 598, 0, 17129, 700, 200920, 629869, 19282, 10832, 1, 141854, 1, 0, 9, 1, 0, 0, 57, 0, 1.92954507783792, 37152.8031402198, 111474.693589104, 3196.5061053516, 1832.73502180509, 0.134816849801491, 25142.5851376909, 701 
3068df08-451e-3df4-b796-4ec507ee4af7, False, 1.65265036413529, 15807, 6412, 3748, 119, 0, 84463, 700, 91666, 87618, 38354, 1153, 0, 975267, 1, 0, 10, 6, 0, 0, 72, 0, 1.71719403344536, 22459.1758213785, 14066.4702331641, 6207.46786301017, 230.608688793243, 0.0, 156030.119039342, 701 
356d3319-47ee-3687-a6f7-d4759908d1c6, False, 2.88321256803678, 12398, 11232, 2222, 75, 0, 23016, 700, 76322, 400305, 9296, 2565, 0, 131940, 1, 3, 0, 3, 0, 0, 6, 0, 7.8101434303841, 16561.6109905022, 59396.5613570285, 2314.58175362524, 381.07113267887, 0.0, 34004.0163092101, 701 
369482fa-068f-3cb6-83f4-5c07cc2e5a8c, False, 3.12528290310681, 10313, 26884, 1601, 484, 0, 26473, 700, 70602, 629869, 10878, 10832, 0, 261546, 1, 0, 2, 4, 0, 0, 18, 0, 5.69078681721565, 17729.9266685004, 123130.114434551, 2636.01859902391, 2115.7524051741, 0.0, 54526.1029947896, 701 
369c6a52-7594-3a4a-a4dc-1dfb96810456, False, 2.0015910070663, 10886, 696, 625, 20, 0, 28792, 700, 127183, 3915, 4372, 184, 0, 248947, 0, 0, 2, 0, 0, 0, 9, 0, 2.11857060136752, 25244.366214316, 1012.54361017193, 845.765768032143, 39.1303785240764, 0.0, 49924.2383235588, 701 
37614fb1-167f-338b-bd83-005625a87114, False, 2.04914405186286, 19768, 4046, 3456, 73, 0, 109143, 700, 204781, 56314, 39331, 986, 0, 1830020, 0, 53, 44, 87, 0, 0, 307, 0, 1.39376464522629, 43620.7276182723, 12165.2551123065, 8401.57898909485, 211.208066844048, 0.0, 395162.307116658, 701 
392f1081-f6ec-3380-9245-7273261a9fae, False, 2.03566921843369, 4561, 42922, 10507, 199, 0, 100368, 700, 18901, 344767, 120738, 2215, 0, 663210, 1, 0, 5, 6, 0, 0, 109, 0, 2.78513319811495, 5962.77220389607, 102483.194249247, 30023.6101037537, 550.844789593423, 0.0, 177521.192333185, 701 
394da488-9f85-3991-aae5-ca6b025e164e, False, 1.03419492352679, 10271, 14990, 2528, 313, 0, 59275, 700, 46122, 217487, 10810, 4643, 0, 525527, 1, 0, 4, 0, 0, 0, 470, 0, 0.75183746012081, 14499.1746478596, 49250.1152115278, 3218.41518059609, 1055.87688091667, 0.0, 132861.153850447, 701 
3973735d-2d5c-3f2c-8319-9a528b574e31, False, 1.74297107228397, 8720, 7159, 3216, 174, 0, 46051, 700, 75260, 78238, 18733, 2411, 0, 318388, 1, 0, 0, 0, 0, 0, 20, 0, 1.96946069975176, 17180.7029847322, 16945.2207151371, 5088.16099692006, 505.039569679593, 0.0, 72143.0827733996, 701 
39915a80-3924-3886-90ef-5d0f49de31fa, ?, 1.60980807915319, 28823, 5275, 5203, 20, 0, 35366, 700, 408294, 52619, 49427, 213, 0, 383348, 0, 0, 10, 0, 0, 0, 198, 0, 1.34439283714136, 54275.0216419739, 9762.78404952988, 9329.72163835469, 42.4367211990093, 0.0, 59507.5610318897, 701 
3a2c5222-1471-3492-832e-793e40cfd3c5, True, 3.03137809770506, 7030, 348, 187, 10, 0, 17504, 700, 70766, 3286, 1845, 91, 0, 133302, 0, 0, 2, 0, 0, 0, 1191, 0, 8.67328369344604, 17232.4918787156, 798.887914541208, 435.210463454178, 25.4980391402947, 0.0, 32695.361656472, 701 
3a698f52-c8f0-33cc-b3c0-1c5f9a4ffcc0, False, 1.0973443727929, 37313, 12186, 2682, 254, 0, 100853, 700, 297262, 177605, 28426, 2512, 0, 474625, 1, 2, 20, 2, 0, 0, 886, 0, 1.32702005363073, 69267.4846797992, 33162.7323144897, 5862.2346035343, 509.74509177995, 0.0, 136238.237870682, 701 
3c89ee2e-f492-3b0f-a7c7-ef2e0159efe1, True, 1.51772310531268, 11279, 22395, 1093, 438, 0, 30460, 700, 194822, 394046, 8340, 6415, 0, 217301, 1, 0, 36, 0, 0, 0, 588, 0, 2.06711392011008, 34842.5343861128, 79783.1470052569, 1759.66145109694, 1328.77545357949, 0.0, 49930.3573321411, 701 
3d5f43ac-53ae-38d4-9c37-a706c297df7d, False, 1.83229048040554, 21932, 3691, 4057, 33, 0, 43152, 700, 241497, 55041, 49700, 446, 0, 509353, 0, 2, 0, 1, 0, 0, 10, 0, 1.5710902920336, 46796.2856535227, 9461.05238570701, 9312.2867465372, 77.3347983067734, 0.0, 94831.2399533625, 701 
3ea2d960-599d-34e3-9752-33cf40d69b65, False, 2.30619435571793, 33658, 3594, 3273, 45, 0, 56334, 700, 213360, 29987, 30080, 451, 0, 544172, 1, 31, 20, 67, 0, 0, 39, 0, 2.52631387315383, 49231.5343937133, 6798.9318285577, 5599.43046160723, 100.773496019539, 0.0, 96199.1860837158, 701 
3f0378fd-af56-3093-b233-46b8da6869ff, False, 2.48841751523721, 10345, 2385, 1510, 31, 0, 15628, 700, 50964, 23696, 14982, 540, 0, 77077, 1, 11, 10, 2, 0, 0, 59, 0, 2.93760942766999, 14173.9205052801, 5941.96245444214, 3226.91368958018, 116.808989380099, 0.0, 21062.5381929031, 701 
3f063448-1a57-33ad-aa37-bfd57cbc2b7c, True, 2.16625900400547, 18371, 3149, 3023, 72, 0, 67151, 700, 220333, 16543, 16744, 309, 0, 303690, 0, 1, 0, 0, 0, 0, 344, 0, 3.85336105705566, 48459.0060081343, 4075.74048130081, 4118.02004773816, 108.1567294085, 0.0, 105494.149748915, 701 
3f8f3a0f-b38a-3569-bd8f-4001a67ad1dd, False, 3.29079611907296, 11117, 3570, 1236, 78, 0, 32574, 700, 118976, 217487, 12845, 4643, 0, 285844, 1, 0, 0, 0, 0, 0, 1, 0, 7.55879427601997, 19118.598820731, 22120.964651734, 2217.63206516635, 476.286364899195, 0.0, 47039.123740852, 701 
40646345-0fce-368b-a2a8-a46d41f42fc0, ?, 2.72625756142024, 15353, 4754, 1247, 58, 0, 30261, 700, 383066, 146276, 8582, 1135, 0, 236228, 1, 0, 1, 16, 0, 0, 90, 0, 4.49453954952306, 51365.9021678539, 19960.4391403921, 1745.5419432662, 162.1821066403, 0.0, 53226.9290940273, 701 
40923f0c-ef5f-36f2-a60c-eec6a26b5d95, True, 3.16331856002299, 12625, 1868, 1809, 8, 0, 7708, 700, 91543, 18573, 11864, 93, 0, 38938, 0, 76, 11, 5, 0, 0, 276, 0, 4.69564292277649, 20537.9538296784, 4049.23433009254, 2721.26023149202, 20.1484490718268, 0.0, 8785.94270909502, 701 
41d188e9-08da-3a78-ad8a-060c960f2777, False, 3.64505584127955, 5508, 948, 889, 82, 0, 35537, 700, 57362, 12822, 13766, 777, 0, 271262, 0, 0, 0, 0, 0, 0, 1, 0, 5.38779547238495, 11011.6215945116, 1971.14729695226, 2038.97126136944, 202.477351935729, 0.0, 56439.2274287923, 701 
423f3b08-7502-3bec-a5ae-508a7fcf1f4a, True, 1.12139003514075, 21350, 9610, 2325, 154, 0, 70719, 700, 359466, 192708, 42929, 4436, 1, 1812612, 1, 0, 3, 0, 0, 0, 27, 0, 1.48086144144648, 57835.5417011196, 30757.7199636024, 6131.91423955313, 542.30111746959, 0.162162162162162, 217324.026132993, 701 
44746e18-a99b-3c53-9ddf-9b84473a15c7, False, 3.3450607355938, 6132, 114366, 3523, 553, 0, 56894, 700, 54550, 4858892, 94100, 21613, 0, 583637, 1, 0, 3, 0, 0, 0, 44, 0, 5.09488788162726, 12034.9917087863, 692978.151310984, 14378.4065737571, 3089.05754882141, 0.0, 125516.494985869, 701 
44e16419-274a-3fc5-bd1b-75bc3d564118, ?, 1.61308902503822, 9352, 6173, 2019, 97, 0, 28415, 700, 156717, 217487, 32721, 4643, 0, 172567, 1, 0, 1, 0, 0, 0, 71, 0, 2.09119348016659, 20987.7625395117, 26310.1729939293, 4629.3768027238, 543.939334852702, 0.0, 34303.8243051208, 701 
452426d1-a396-3577-b778-3210d47b9b09, True, 0.562708552542993, 16401, 29329, 1165, 665, 0, 60737, 700, 83486, 217487, 4887, 4643, 0, 153662, 1, 0, 77, 27, 2, 0, 1079, 0, 0.408240890684015, 29289.5800456408, 71187.2841593523, 1604.76228282416, 1506.45867330471, 0.0, 58095.7531374659, 701 
456e2a68-4c7a-376c-84f1-ddd0c8e1afae, False, 1.57377249915719, 18075, 9110, 1766, 121, 0, 58352, 700, 97640, 240050, 7530, 1876, 0, 692327, 1, 8, 18, 1, 0, 0, 132, 0, 1.39629244326539, 27126.4584482452, 37828.4454225587, 2116.3676593104, 389.094184452813, 0.0, 125774.271356444, 701 
4596ee9b-3da1-380b-8e61-64af1549ff20, False, 2.79905245176687, 7811, 1702, 1024, 35, 0, 20232, 700, 43650, 10135, 4659, 378, 0, 151425, 0, 37, 3, 11, 0, 0, 605, 0, 2.69381426697363, 11828.7402400928, 2929.31190146534, 1164.48521790304, 84.5770968912953, 0.0, 33935.9425572958, 701 
463d4015-0508-3a42-b1f7-b4b977d86de6, True, 1.4217150944553, 14976, 10320, 3188, 244, 0, 75898, 700, 357824, 226631, 73599, 3736, 0, 2417831, 1, 0, 3, 0, 0, 0, 11, 0, 1.94203413795004, 50063.3215116945, 33712.44444692, 9873.8694978075, 588.982197655885, 0.0, 285506.90470731, 701 
480589f3-95d4-30e1-bb2a-ea4867e0fdea, False, 1.67940706701652, 7432, 1275, 1369, 8, 0, 6617, 700, 21150, 12842, 12933, 62, 0, 24564, 0, 20, 17, 20, 0, 0, 203, 0, 1.43942080810498, 6541.52273042394, 3227.10810785693, 3266.20210782855, 16.1264138756822, 0.0, 7222.19323244225, 701 
48707bfa-826d-312c-bae6-3ef4688bf604, False, 2.5405251535779, 35250, 10842, 2548, 209, 0, 62363, 700, 281061, 217487, 16277, 4643, 0, 571551, 1, 7, 0, 23, 0, 0, 61, 0, 4.27679713229715, 72042.485703851, 40876.2263110491, 4143.72405714092, 872.910133695856, 0.0, 122161.624004866, 701 
48871b3b-70d4-3895-9c2b-b28059fc6026, False, 1.46297451740665, 14028, 142547, 2644, 898, 0, 67063, 700, 316610, 6546900, 94100, 48975, 1, 517159, 1, 0, 8, 13, 0, 0, 70, 0, 1.76027286121833, 36938.8483027423, 873885.188954336, 10349.8110985821, 5742.28937641524, 0.107825310469549, 103535.123298598, 701 
48b8c2a4-e768-3be4-bc7d-b81b038a2afb, False, 1.49647974438572, 17714, 7307, 4289, 93, 0, 32642, 700, 117223, 147876, 68652, 1328, 0, 269091, 1, 0, 13, 1, 0, 0, 510, 0, 1.72381124275204, 27709.3431933954, 25128.2741978357, 11616.1146212664, 248.473321979518, 0.0, 57821.7796454132, 701 
49bc2c0b-a79f-3f15-8d9b-6652ce710b90, False, 3.57516224342114, 10415, 13824, 1226, 293, 0, 47105, 700, 84547, 217487, 4650, 4643, 0, 197038, 1, 0, 5, 1, 0, 0, 234, 0, 6.22518931975464, 23282.329962388, 50949.0095047546, 1522.58167433386, 1087.87081654708, 0.0, 62476.1703844757, 701 
4a60836f-eb26-346f-845e-9b1ae62cb3ed, False, 2.0945961136944, 8250, 223761, 2013, 1607, 0, 32631, 700, 46939, 6253592, 13324, 39829, 0, 174975, 1, 0, 2, 1, 0, 0, 59, 0, 4.28496792131951, 12096.0749194417, 1063004.70254574, 3148.89229328989, 6907.34964651952, 0.0, 47796.665538394, 701 
4acc4a8c-bcaf-3b93-93e8-169c5d403262, False, 1.18602444213673, 3930, 17980, 992, 437, 0, 62909, 700, 34845, 217487, 4997, 4643, 0, 459507, 1, 0, 4, 2, 0, 0, 13, 0, 1.27384854889367, 9170.41616756789, 57622.6092226073, 1400.1838045023, 1220.62149753176, 0.0, 119179.638459997, 701 
4e868f08-0d4d-34d1-a5e8-3ede1f21d716, False, 2.6760807481907, 26734, 2725, 2448, 28, 0, 36418, 700, 123852, 20685, 18800, 311, 0, 360606, 0, 1, 0, 7, 0, 0, 50, 0, 6.37455208106618, 32185.5051780416, 4400.03262059314, 3177.20081543901, 58.7449475115221, 0.0, 58019.6924571012, 701 
4ec5fbc7-affb-3fd4-ac31-e2dab819a9dc, True, 1.26128108487296, 10930, 42233, 1612, 23, 0, 20268, 700, 65408, 782327, 9315, 189, 0, 124721, 1, 44, 14, 40, 0, 0, 252, 0, 0.777139659856428, 15993.9241848592, 174446.036122041, 2210.23362598628, 45.0407633162539, 0.0, 36194.3655752677, 701 
4f3645e4-e1d6-3639-836a-1f8bc8400c25, False, 5.33553269030654, 12767, 68744, 1569, 144, 0, 43158, 700, 142453, 3001774, 52326, 7517, 0, 1273497, 1, 0, 0, 0, 0, 0, 28, 0, 8.7648433613355, 24995.2583468963, 421208.434018543, 5760.77460023878, 829.069154950584, 0.0, 144682.458342875, 701 
4f393cf0-5a75-3a66-8c6e-225c191efac9, False, 2.52219147965751, 8846, 5348, 1187, 167, 0, 72346, 700, 61637, 143919, 5449, 4754, 0, 2424356, 1, 0, 2, 2, 0, 0, 22, 0, 2.86250753667261, 13713.5460710684, 21014.9197495874, 1562.82202459383, 695.802848633625, 0.0, 345169.673522816, 701 
4f60aadc-fbe8-3c2d-8b34-777138581833, True, 1.23102186707772, 24469, 41639, 3983, 284, 0, 30994, 700, 146848, 447665, 21012, 2921, 0, 179485, 1, 10, 29, 47, 0, 0, 950, 0, 1.11980719091168, 39087.1465406007, 117774.729319963, 6011.27027897298, 770.503669897453, 0.0, 48269.8146174926, 701 
4fcc1346-b0f7-316a-b846-3f72db742e01, False, 6.33083718406144, 2831, 92350, 508, 369, 0, 46351, 700, 20832, 391569, 4366, 2215, 0, 169756, 1, 0, 1, 1, 0, 0, 513, 0, 12.9234835373989, 6141.49064477377, 144537.580373029, 1069.49514228677, 721.18483241122, 0.0, 53511.5132493408, 701 
5132039c-50d4-33e8-92bf-9e63862717d6, True, 1.75334420728722, 19741, 2817, 2879, 233, 0, 51452, 700, 126113, 14892, 16177, 2138, 0, 372438, 0, 2, 4, 6, 0, 0, 118, 0, 1.16795898459869, 32696.154543686, 4081.92247426045, 4068.88425564952, 525.054921279775, 0.0, 93862.4957558261, 701 
5191ba5a-e8a1-3590-9cb0-6eec49c22c74, False, 4.17794711088592, 9077, 1279, 664, 27, 0, 28585, 700, 42075, 15744, 2204, 435, 0, 129984, 1, 0, 1, 28, 0, 0, 513, 0, 10.2056376515891, 12455.9586507824, 3350.08854509847, 635.108219124898, 93.8320174567296, 0.0, 37912.5738607589, 701 
51a05c97-bd76-33a3-b94f-505e13a769b6, False, 0.782142276708734, 5884, 36893, 3493, 338, 0, 7844, 700, 40942, 346511, 38339, 3081, 0, 36192, 0, 0, 1, 0, 0, 0, 32, 0, 0.852884133473066, 10762.9895449117, 88409.5486247131, 9778.26725604349, 837.750255025875, 0.0, 10192.7167376955, 701 
51e49b88-a199-3d93-a01c-7ade938a55a8, False, 14.3506888545823, 8924, 572, 677, 18, 0, 11251, 700, 38910, 3314, 3593, 178, 0, 43497, 0, 1, 0, 29, 0, 0, 243, 0, 48.2635989825664, 11427.2693847522, 838.610231935711, 1034.46827021235, 41.8445797939409, 0.0, 11377.9844424361, 701 
560824da-debc-3335-b0c3-7d5802337dff, False, 5.44155767650567, 3119, 668, 802, 24, 0, 4929, 700, 10512, 4191, 4494, 354, 0, 18165, 0, 1, 2, 6, 0, 0, 77, 0, 8.16145153319931, 3393.80508296756, 1184.89141020569, 1118.45812675973, 82.6711917874485, 0.0, 5152.74993937376, 701 
584a3de5-f8c6-3477-ad31-51a78c54da94, False, 2.03869645345754, 15828, 10428, 747, 175, 0, 28833, 700, 123192, 217487, 6049, 4643, 0, 157976, 1, 0, 2, 11, 0, 0, 2, 0, 3.0396250757053, 24377.7756390811, 39828.4864704566, 1302.43424700575, 804.31082446014, 0.0, 43559.6462238556, 701 
59306c78-506a-30f3-95cc-e6346e4ee713, False, 1.25306609600999, 18687, 928, 559, 14, 0, 31322, 700, 152499, 4406, 2114, 102, 0, 172401, 0, 1, 1, 1, 0, 0, 31, 0, 1.95975259176111, 36949.3982286938, 1051.59997608182, 526.830847978999, 24.8033819515139, 0.0, 43889.6741723256, 701 
5937c936-4d9f-33ae-b481-ff562963df90, False, 2.01011372723281, 9466, 31626, 1683, 170, 0, 36513, 700, 131479, 1851463, 18734, 7176, 0, 602042, 1, 0, 0, 0, 0, 0, 20, 0, 3.2707945522783, 19601.6282432898, 219391.545391128, 3173.58551584539, 895.991505108581, 0.0, 90937.802233623, 701 
59bb7b33-26c0-3a27-a415-bcca9296a4c3, False, 1.31209526858348, 21228, 927, 452, 14, 0, 21208, 700, 150083, 5676, 2555, 135, 0, 148745, 0, 6, 7, 18, 0, 0, 4, 0, 1.56942322864042, 31648.1232008442, 1439.7106831621, 518.02370655563, 29.0812606876557, 0.0, 33354.4393932226, 701 
5ba92fa0-b15f-3c33-84a9-88447e0014bd, True, 1.93154450967761, 6118, 1516, 877, 35, 0, 10124, 700, 51597, 13923, 4918, 293, 0, 36767, 0, 1, 8, 0, 0, 0, 99, 0, 2.17960557806656, 13778.8040208466, 3526.42825891951, 1335.80691046304, 75.1576574234972, 0.0, 12565.0156833348, 701 
5c2eae15-f66c-3c0e-898d-3190f40e2246, False, 1.30400788772261, 8956, 901, 657, 16, 0, 19739, 700, 64783, 5612, 2017, 178, 0, 207393, 1, 61, 56, 16, 0, 0, 657, 0, 1.12374800033016, 14168.4448435229, 1226.27931277181, 564.983105696287, 41.5147136641611, 0.0, 34903.2961324532, 701 
5c57918e-4979-3990-a6de-41104920efde, True, 2.1388347115684, 7594, 39425, 905, 300, 0, 27509, 700, 43235, 323260, 8416, 2653, 0, 95379, 1, 0, 36, 1, 0, 0, 374, 0, 4.32690050480218, 14595.6284135594, 85532.5828057255, 1919.09393007882, 668.08959871514, 0.0, 27384.0245262101, 701 
5c74b9c5-68da-3ecd-a3d4-c9a3d9b97c0e, False, 3.4135915094154, 34551, 3037, 3002, 27, 0, 35776, 700, 414402, 70616, 69129, 454, 0, 464334, 0, 0, 0, 0, 0, 0, 24, 0, 7.77896307245873, 71808.4285464738, 10049.2640551839, 9839.07152160865, 71.5129064814136, 0.0, 76950.2524874353, 701 
5d06468c-e168-3b00-bd89-04bb1db47451, False, 2.66650127789263, 10078, 2752, 2326, 38, 0, 28788, 700, 130921, 52227, 37973, 449, 0, 309083, 0, 17, 5, 26, 0, 0, 154, 0, 2.5336374011642, 22597.4269918059, 8646.14740907041, 6163.90513792798, 91.6053491887892, 0.0, 62936.041190437, 701 
5d1de836-8f39-3f8a-9ac6-d14799bb3b7a, False, 1.29285042019191, 17884, 3447, 1319, 47, 0, 48609, 700, 91227, 51656, 5111, 422, 0, 268478, 1, 0, 1, 0, 0, 0, 27, 0, 1.18940839592171, 23733.7269130576, 9183.30745108814, 1439.05932274351, 82.0574243955872, 0.0, 63308.8482279701, 701 
5ea2bb21-8877-31c7-9bfe-a5ce00991983, False, 5.06793020339193, 12750, 779, 873, 23, 0, 32832, 700, 57588, 5945, 4189, 183, 1, 289944, 0, 152, 6, 11, 0, 0, 50, 0, 6.24194494415962, 17305.7547489083, 1426.78679346867, 1253.90700879435, 46.4058932163551, 0.223296878269436, 73508.9512292584, 701 
5f296280-a537-3380-9a46-07206bc8f856, False, 0.890831876048465, 11026, 2170, 1295, 28, 0, 54218, 700, 116766, 20998, 19030, 218, 0, 266182, 0, 1, 7, 32, 0, 0, 40, 0, 0.754545628721108, 19266.1179192255, 3622.37297905323, 2946.92021609001, 44.5117681068726, 0.0, 64046.9358056994, 701 
602a0e54-5499-3bd5-a581-c14701f8068c, False, 3.03210026307763, 13853, 1107, 1548, 34, 0, 23200, 700, 143455, 11187, 11297, 799, 0, 255601, 0, 1, 2, 21, 0, 0, 10, 0, 2.9826364053311, 28006.2699667377, 2091.31549538191, 2296.27052093305, 134.399313652281, 0.0, 48675.4236763968, 701 
60567e55-c880-34ab-86df-172b4baf5cca, True, 1.69427362737075, 27011, 3115, 3191, 28, 0, 27336, 700, 412642, 31841, 34997, 384, 0, 373965, 0, 0, 9, 11, 0, 0, 143, 0, 1.18696731070028, 70631.3089346736, 6399.98826312699, 6778.97291817176, 76.0148428040907, 0.0, 64668.8208745363, 701 
60d4a0b4-a462-3cb3-baca-6d9671c35dd7, ?, 2.38130403674788, 8541, 6224, 3272, 76, 0, 24118, 700, 92142, 211339, 70067, 1348, 0, 295733, 1, 0, 2, 1, 0, 0, 106, 0, 2.94292767733679, 16171.6355873146, 25507.1688649976, 9068.01085041635, 200.218248266175, 0.0, 46685.2439581568, 701 
611849a8-718c-3949-a966-58e57e949171, True, 2.43344105726229, 9857, 36478, 2208, 279, 0, 54444, 700, 81180, 1411619, 39331, 10841, 0, 1830020, 1, 0, 1, 11, 0, 0, 5, 0, 2.83472627559191, 15955.5748063694, 191052.234986555, 5161.2067585282, 1379.77510960494, 0.0, 223913.32201213, 701 
