topic_number,buckets,authors,posts,post_author_ratio
96,0.4,3,3,1.0
96,0.5,0,0,-1.0
96,0.6,0,0,-1.0
96,0.7,1,6,6.0
96,0.8,0,0,-1.0
96,0.9,0,0,-1.0
96,1.0,0,0,-1.0
97,0.1,23,23,1.0
97,0.2,5,5,1.0
97,0.3,6,6,1.0
97,0.4,1,1,1.0
97,0.5,0,0,-1.0
97,0.6,1,1,1.0
97,0.7,0,0,-1.0
97,0.8,0,0,-1.0
97,0.9,0,0,-1.0
97,1.0,0,0,-1.0
98,0.1,13,13,1.0
98,0.2,7,7,1.0
98,0.3,7,8,1.1428571428571428
98,0.4,4,4,1.0
98,0.5,1,4,4.0
98,0.6,0,0,-1.0
98,0.7,0,0,-1.0
98,0.8,0,0,-1.0
98,0.9,0,0,-1.0
98,1.0,0,0,-1.0
99,0.1,10,10,1.0
99,0.2,7,7,1.0
99,0.3,5,5,1.0
99,0.4,1,2,2.0
99,0.5,1,3,3.0
99,0.6,0,0,-1.0
99,0.7,0,0,-1.0
99,0.8,0,0,-1.0
99,0.9,0,0,-1.0
99,1.0,0,0,-1.0
100,0.1,9,9,1.0
100,0.2,6,9,1.5
100,0.3,7,8,1.1428571428571428
100,0.4,2,3,1.5
100,0.5,4,4,1.0
100,0.6,3,5,1.6666666666666667
100,0.7,0,0,-1.0
100,0.8,0,0,-1.0
100,0.9,0,0,-1.0
100,1.0,0,0,-1.0
101,0.1,15,15,1.0
101,0.2,9,9,1.0
101,0.3,3,3,1.0
101,0.4,2,2,1.0
101,0.5,2,2,1.0
101,0.6,0,0,-1.0
101,0.7,0,0,-1.0
101,0.8,1,1,1.0
101,0.9,0,0,-1.0
101,1.0,0,0,-1.0
102,0.1,4,4,1.0
102,0.2,5,5,1.0
102,0.3,3,3,1.0
102,0.4,4,6,1.5
102,0.5,2,2,1.0
102,0.6,0,0,-1.0
102,0.7,0,0,-1.0
102,0.8,1,13,13.0
102,0.9,0,0,-1.0
102,1.0,0,0,-1.0
103,0.1,1,1,1.0
103,0.2,5,5,1.0
103,0.3,7,7,1.0
103,0.4,3,3,1.0
103,0.5,3,3,1.0
103,0.6,1,1,1.0
103,0.7,0,0,-1.0
103,0.8,0,0,-1.0
103,0.9,0,0,-1.0
103,1.0,0,0,-1.0
104,0.1,12,12,1.0
104,0.2,3,3,1.0
104,0.3,1,1,1.0
104,0.4,2,2,1.0
104,0.5,0,0,-1.0
104,0.6,1,2,2.0
104,0.7,0,0,-1.0
104,0.8,0,0,-1.0
104,0.9,0,0,-1.0
104,1.0,0,0,-1.0
105,0.1,7,7,1.0
105,0.2,11,12,1.0909090909090908
105,0.3,2,2,1.0
105,0.4,9,9,1.0
105,0.5,3,3,1.0
105,0.6,2,3,1.5
105,0.7,0,0,-1.0
105,0.8,1,4,4.0
105,0.9,0,0,-1.0
105,1.0,0,0,-1.0
106,0.1,9,9,1.0
106,0.2,7,7,1.0
106,0.3,7,7,1.0
106,0.4,5,5,1.0
106,0.5,3,6,2.0
106,0.6,0,0,-1.0
106,0.7,0,0,-1.0
106,0.8,0,0,-1.0
106,0.9,0,0,-1.0
106,1.0,0,0,-1.0
107,0.1,21,21,1.0
107,0.2,6,6,1.0
107,0.3,8,8,1.0
107,0.4,1,1,1.0
107,0.5,1,1,1.0
107,0.6,1,1,1.0
107,0.7,0,0,-1.0
107,0.8,0,0,-1.0
107,0.9,0,0,-1.0
107,1.0,0,0,-1.0
108,0.1,5,5,1.0
108,0.2,3,3,1.0
108,0.3,5,5,1.0
108,0.4,3,3,1.0
108,0.5,2,3,1.5
108,0.6,1,1,1.0
108,0.7,0,0,-1.0
108,0.8,0,0,-1.0
108,0.9,0,0,-1.0
108,1.0,0,0,-1.0
109,0.1,2,2,1.0
109,0.2,1,1,1.0
109,0.3,5,5,1.0
109,0.4,3,6,2.0
109,0.5,2,2,1.0
109,0.6,0,0,-1.0
109,0.7,1,4,4.0
109,0.8,0,0,-1.0
109,0.9,0,0,-1.0
109,1.0,0,0,-1.0
110,0.1,13,13,1.0
110,0.2,9,9,1.0
110,0.3,3,3,1.0
110,0.4,1,1,1.0
110,0.5,2,4,2.0
110,0.6,0,0,-1.0
110,0.7,0,0,-1.0
110,0.8,0,0,-1.0
110,0.9,0,0,-1.0
110,1.0,0,0,-1.0
111,0.1,9,9,1.0
111,0.2,11,11,1.0
111,0.3,5,5,1.0
111,0.4,2,2,1.0
111,0.5,4,4,1.0
111,0.6,2,2,1.0
111,0.7,1,1,1.0
111,0.8,4,5,1.25
111,0.9,0,0,-1.0
111,1.0,0,0,-1.0
112,0.1,21,21,1.0
112,0.2,13,13,1.0
112,0.3,2,2,1.0
112,0.4,3,3,1.0
112,0.5,1,1,1.0
112,0.6,0,0,-1.0
112,0.7,0,0,-1.0
112,0.8,0,0,-1.0
112,0.9,0,0,-1.0
112,1.0,0,0,-1.0
113,0.1,7,7,1.0
113,0.2,5,5,1.0
113,0.3,5,6,1.2
113,0.4,1,1,1.0
113,0.5,1,1,1.0
113,0.6,0,0,-1.0
113,0.7,0,0,-1.0
113,0.8,0,0,-1.0
113,0.9,0,0,-1.0
113,1.0,0,0,-1.0
114,0.1,12,12,1.0
114,0.2,9,9,1.0
114,0.3,2,2,1.0
114,0.4,2,2,1.0
114,0.5,1,1,1.0
114,0.6,0,0,-1.0
114,0.7,0,0,-1.0
114,0.8,0,0,-1.0
114,0.9,0,0,-1.0
114,1.0,0,0,-1.0
115,0.1,16,16,1.0
115,0.2,8,9,1.125
115,0.3,4,4,1.0
115,0.4,6,7,1.1666666666666667
115,0.5,1,1,1.0
115,0.6,0,0,-1.0
115,0.7,0,0,-1.0
115,0.8,0,0,-1.0
115,0.9,0,0,-1.0
115,1.0,0,0,-1.0
116,0.1,6,8,1.3333333333333333
116,0.2,8,8,1.0
116,0.3,10,10,1.0
116,0.4,8,12,1.5
116,0.5,4,6,1.5
116,0.6,1,1,1.0
116,0.7,1,1,1.0
116,0.8,0,0,-1.0
116,0.9,0,0,-1.0
116,1.0,0,0,-1.0
117,0.1,1,1,1.0
117,0.2,5,6,1.2
117,0.3,6,6,1.0
117,0.4,4,4,1.0
117,0.5,0,0,-1.0
117,0.6,1,1,1.0
117,0.7,1,2,2.0
117,0.8,0,0,-1.0
117,0.9,0,0,-1.0
117,1.0,0,0,-1.0
118,0.1,15,15,1.0
118,0.2,16,16,1.0
118,0.3,7,7,1.0
118,0.4,6,16,2.6666666666666665
118,0.5,7,9,1.2857142857142858
118,0.6,2,2,1.0
118,0.7,5,7,1.4
118,0.8,0,0,-1.0
118,0.9,0,0,-1.0
118,1.0,0,0,-1.0
119,0.1,7,7,1.0
119,0.2,15,15,1.0
119,0.3,8,11,1.375
119,0.4,7,7,1.0
119,0.5,3,3,1.0
119,0.6,1,1,1.0
119,0.7,0,0,-1.0
119,0.8,0,0,-1.0
119,0.9,0,0,-1.0
119,1.0,0,0,-1.0
120,0.1,17,19,1.1176470588235294
120,0.2,22,23,1.0454545454545454
120,0.3,8,11,1.375
120,0.4,8,8,1.0
120,0.5,7,7,1.0
120,0.6,5,5,1.0
120,0.7,4,6,1.5
120,0.8,0,0,-1.0
120,0.9,1,1,1.0
120,1.0,0,0,-1.0
121,0.1,3,4,1.3333333333333333
121,0.2,3,3,1.0
121,0.3,4,5,1.25
121,0.4,5,6,1.2
121,0.5,1,1,1.0
121,0.6,1,1,1.0
121,0.7,0,0,-1.0
121,0.8,0,0,-1.0
121,0.9,0,0,-1.0
121,1.0,0,0,-1.0
122,0.1,15,17,1.1333333333333333
122,0.2,15,15,1.0
122,0.3,17,18,1.0588235294117647
122,0.4,14,15,1.0714285714285714
122,0.5,10,13,1.3
122,0.6,4,5,1.25
122,0.7,4,4,1.0
122,0.8,0,0,-1.0
122,0.9,2,3,1.5
122,1.0,0,0,-1.0
123,0.1,10,10,1.0
123,0.2,11,11,1.0
123,0.3,8,8,1.0
123,0.4,3,3,1.0
123,0.5,3,3,1.0
123,0.6,2,2,1.0
123,0.7,2,2,1.0
123,0.8,0,0,-1.0
123,0.9,1,1,1.0
123,1.0,0,0,-1.0
124,0.1,6,6,1.0
124,0.2,5,5,1.0
124,0.3,3,3,1.0
124,0.4,3,3,1.0
124,0.5,1,2,2.0
124,0.6,1,1,1.0
124,0.7,1,1,1.0
124,0.8,0,0,-1.0
124,0.9,0,0,-1.0
124,1.0,0,0,-1.0
125,0.1,8,8,1.0
125,0.2,11,13,1.1818181818181819
125,0.3,4,5,1.25
125,0.4,10,13,1.3
125,0.5,4,8,2.0
125,0.6,0,0,-1.0
125,0.7,1,1,1.0
125,0.8,1,2,2.0
125,0.9,0,0,-1.0
125,1.0,0,0,-1.0
126,0.1,23,25,1.0869565217391304
126,0.2,18,20,1.1111111111111112
126,0.3,13,13,1.0
126,0.4,9,12,1.3333333333333333
126,0.5,4,5,1.25
126,0.6,4,5,1.25
126,0.7,0,0,-1.0
126,0.8,0,0,-1.0
126,0.9,0,0,-1.0
126,1.0,0,0,-1.0
127,0.1,21,21,1.0
127,0.2,29,30,1.0344827586206897
127,0.3,22,23,1.0454545454545454
127,0.4,24,27,1.125
127,0.5,10,14,1.4
127,0.6,2,2,1.0
127,0.7,0,0,-1.0
127,0.8,0,0,-1.0
127,0.9,0,0,-1.0
127,1.0,0,0,-1.0
128,0.1,26,26,1.0
128,0.2,22,25,1.1363636363636365
128,0.3,12,12,1.0
128,0.4,3,3,1.0
128,0.5,4,7,1.75
128,0.6,1,1,1.0
128,0.7,3,3,1.0
128,0.8,0,0,-1.0
128,0.9,1,1,1.0
128,1.0,0,0,-1.0
129,0.1,17,17,1.0
129,0.2,17,18,1.0588235294117647
129,0.3,12,13,1.0833333333333333
129,0.4,14,27,1.9285714285714286
129,0.5,6,6,1.0
129,0.6,1,1,1.0
129,0.7,4,5,1.25
129,0.8,1,1,1.0
129,0.9,0,0,-1.0
129,1.0,0,0,-1.0
130,0.1,11,11,1.0
130,0.2,10,11,1.1
130,0.3,8,11,1.375
130,0.4,2,2,1.0
130,0.5,5,5,1.0
130,0.6,2,2,1.0
130,0.7,0,0,-1.0
130,0.8,0,0,-1.0
130,0.9,0,0,-1.0
130,1.0,0,0,-1.0
131,0.1,5,5,1.0
131,0.2,10,10,1.0
131,0.3,15,15,1.0
131,0.4,15,15,1.0
131,0.5,4,4,1.0
131,0.6,0,0,-1.0
131,0.7,1,5,5.0
131,0.8,0,0,-1.0
131,0.9,0,0,-1.0
131,1.0,0,0,-1.0
132,0.1,9,9,1.0
132,0.2,8,9,1.125
132,0.3,10,13,1.3
132,0.4,11,16,1.4545454545454546
132,0.5,3,3,1.0
132,0.6,0,0,-1.0
132,0.7,0,0,-1.0
132,0.8,0,0,-1.0
132,0.9,0,0,-1.0
132,1.0,0,0,-1.0
133,0.1,16,17,1.0625
133,0.2,15,16,1.0666666666666667
133,0.3,12,12,1.0
133,0.4,7,7,1.0
133,0.5,8,11,1.375
133,0.6,1,5,5.0
133,0.7,1,9,9.0
133,0.8,0,0,-1.0
133,0.9,0,0,-1.0
133,1.0,0,0,-1.0
134,0.1,10,10,1.0
134,0.2,20,20,1.0
134,0.3,19,19,1.0
134,0.4,16,20,1.25
134,0.5,8,9,1.125
134,0.6,3,5,1.6666666666666667
134,0.7,3,4,1.3333333333333333
134,0.8,2,2,1.0
134,0.9,0,0,-1.0
134,1.0,0,0,-1.0
135,0.1,19,23,1.2105263157894737
135,0.2,13,13,1.0
135,0.3,7,7,1.0
135,0.4,4,4,1.0
135,0.5,1,1,1.0
135,0.6,3,3,1.0
135,0.7,2,2,1.0
135,0.8,0,0,-1.0
135,0.9,1,1,1.0
135,1.0,0,0,-1.0
136,0.1,6,6,1.0
136,0.2,8,8,1.0
136,0.3,1,1,1.0
136,0.4,4,4,1.0
136,0.5,2,2,1.0
136,0.6,1,4,4.0
136,0.7,0,0,-1.0
136,0.8,0,0,-1.0
136,0.9,0,0,-1.0
136,1.0,0,0,-1.0
137,0.1,31,33,1.064516129032258
137,0.2,8,8,1.0
137,0.3,5,5,1.0
137,0.4,9,9,1.0
137,0.5,1,1,1.0
137,0.6,0,0,-1.0
137,0.7,0,0,-1.0
137,0.8,0,0,-1.0
137,0.9,0,0,-1.0
137,1.0,0,0,-1.0
138,0.1,3,3,1.0
138,0.2,9,11,1.2222222222222223
138,0.3,15,16,1.0666666666666667
138,0.4,6,8,1.3333333333333333
138,0.5,1,1,1.0
138,0.6,1,1,1.0
138,0.7,0,0,-1.0
138,0.8,0,0,-1.0
138,0.9,0,0,-1.0
138,1.0,0,0,-1.0
139,0.1,23,23,1.0
139,0.2,15,15,1.0
139,0.3,18,19,1.0555555555555556
139,0.4,14,14,1.0
139,0.5,4,4,1.0
139,0.6,2,3,1.5
139,0.7,0,0,-1.0
139,0.8,0,0,-1.0
139,0.9,1,1,1.0
139,1.0,0,0,-1.0
140,0.1,10,14,1.4
140,0.2,6,7,1.1666666666666667
140,0.3,9,10,1.1111111111111112
140,0.4,6,6,1.0
140,0.5,3,5,1.6666666666666667
140,0.6,0,0,-1.0
140,0.7,0,0,-1.0
140,0.8,0,0,-1.0
140,0.9,0,0,-1.0
140,1.0,0,0,-1.0
141,0.1,4,4,1.0
141,0.2,3,3,1.0
141,0.3,2,2,1.0
141,0.4,1,1,1.0
141,0.5,2,4,2.0
141,0.6,1,7,7.0
141,0.7,0,0,-1.0
141,0.8,0,0,-1.0
141,0.9,0,0,-1.0
141,1.0,0,0,-1.0
142,0.1,13,13,1.0
142,0.2,6,8,1.3333333333333333
142,0.3,16,17,1.0625
142,0.4,12,13,1.0833333333333333
142,0.5,2,2,1.0
142,0.6,3,5,1.6666666666666667
142,0.7,2,2,1.0
142,0.8,0,0,-1.0
142,0.9,0,0,-1.0
142,1.0,0,0,-1.0
143,0.1,15,15,1.0
143,0.2,17,17,1.0
143,0.3,13,15,1.1538461538461537
143,0.4,14,16,1.1428571428571428
143,0.5,7,8,1.1428571428571428
143,0.6,1,5,5.0
143,0.7,1,2,2.0
143,0.8,0,0,-1.0
143,0.9,1,2,2.0
143,1.0,0,0,-1.0
144,0.1,8,8,1.0
144,0.2,14,15,1.0714285714285714
144,0.3,7,7,1.0
144,0.4,9,9,1.0
144,0.5,3,4,1.3333333333333333
144,0.6,0,0,-1.0
144,0.7,0,0,-1.0
144,0.8,0,0,-1.0
144,0.9,0,0,-1.0
144,1.0,0,0,-1.0
145,0.1,7,9,1.2857142857142858
145,0.2,4,5,1.25
145,0.3,4,20,5.0
145,0.4,2,2,1.0
145,0.5,1,1,1.0
145,0.6,0,0,-1.0
145,0.7,1,2,2.0
145,0.8,0,0,-1.0
145,0.9,1,1,1.0
145,1.0,0,0,-1.0
146,0.1,8,9,1.125
146,0.2,10,11,1.1
146,0.3,13,16,1.2307692307692308
146,0.4,6,8,1.3333333333333333
146,0.5,11,17,1.5454545454545454
146,0.6,0,0,-1.0
146,0.7,1,2,2.0
146,0.8,0,0,-1.0
146,0.9,0,0,-1.0
146,1.0,0,0,-1.0
147,0.1,5,5,1.0
147,0.2,9,9,1.0
147,0.3,4,4,1.0
147,0.4,3,3,1.0
147,0.5,2,8,4.0
147,0.6,1,2,2.0
147,0.7,0,0,-1.0
147,0.8,0,0,-1.0
147,0.9,0,0,-1.0
147,1.0,0,0,-1.0
148,0.1,6,6,1.0
148,0.2,9,9,1.0
148,0.3,13,13,1.0
148,0.4,8,8,1.0
148,0.5,0,0,-1.0
148,0.6,1,1,1.0
148,0.7,1,1,1.0
148,0.8,0,0,-1.0
148,0.9,0,0,-1.0
148,1.0,0,0,-1.0
149,0.1,4,4,1.0
149,0.2,6,6,1.0
149,0.3,3,3,1.0
149,0.4,0,0,-1.0
149,0.5,2,2,1.0
149,0.6,2,3,1.5
149,0.7,1,1,1.0
149,0.8,0,0,-1.0
149,0.9,3,5,1.6666666666666667
149,1.0,0,0,-1.0
150,0.1,3,3,1.0
150,0.2,1,1,1.0
150,0.3,4,4,1.0
150,0.4,1,1,1.0
150,0.5,3,3,1.0
150,0.6,0,0,-1.0
150,0.7,2,4,2.0
150,0.8,0,0,-1.0
150,0.9,3,3,1.0
150,1.0,0,0,-1.0
151,0.1,6,6,1.0
151,0.2,2,2,1.0
151,0.3,6,6,1.0
151,0.4,4,4,1.0
151,0.5,2,2,1.0
151,0.6,0,0,-1.0
151,0.7,0,0,-1.0
151,0.8,0,0,-1.0
151,0.9,0,0,-1.0
151,1.0,0,0,-1.0
152,0.1,9,9,1.0
152,0.2,3,3,1.0
152,0.3,3,3,1.0
152,0.4,2,2,1.0
152,0.5,4,4,1.0
152,0.6,1,1,1.0
152,0.7,1,1,1.0
152,0.8,0,0,-1.0
152,0.9,0,0,-1.0
152,1.0,0,0,-1.0
153,0.1,12,15,1.25
153,0.2,7,7,1.0
153,0.3,8,10,1.25
153,0.4,4,4,1.0
153,0.5,6,8,1.3333333333333333
153,0.6,1,1,1.0
153,0.7,0,0,-1.0
153,0.8,0,0,-1.0
153,0.9,1,1,1.0
153,1.0,0,0,-1.0
154,0.1,6,6,1.0
154,0.2,8,8,1.0
154,0.3,3,8,2.6666666666666665
154,0.4,1,1,1.0
154,0.5,0,0,-1.0
154,0.6,1,1,1.0
154,0.7,0,0,-1.0
154,0.8,1,1,1.0
154,0.9,0,0,-1.0
154,1.0,0,0,-1.0
155,0.1,3,3,1.0
155,0.2,3,3,1.0
155,0.3,4,4,1.0
155,0.4,4,4,1.0
155,0.5,3,3,1.0
155,0.6,1,1,1.0
155,0.7,1,1,1.0
155,0.8,0,0,-1.0
155,0.9,1,1,1.0
155,1.0,0,0,-1.0
156,0.1,4,4,1.0
156,0.2,3,3,1.0
156,0.3,4,4,1.0
156,0.4,4,4,1.0
156,0.5,1,1,1.0
156,0.6,2,3,1.5
156,0.7,1,1,1.0
156,0.8,0,0,-1.0
156,0.9,0,0,-1.0
156,1.0,0,0,-1.0
157,0.1,32,32,1.0
157,0.2,21,22,1.0476190476190477
157,0.3,14,14,1.0
157,0.4,15,15,1.0
157,0.5,4,4,1.0
157,0.6,4,4,1.0
157,0.7,4,4,1.0
157,0.8,2,2,1.0
157,0.9,0,0,-1.0
157,1.0,0,0,-1.0
158,0.1,7,7,1.0
158,0.2,3,3,1.0
158,0.3,1,1,1.0
158,0.4,2,2,1.0
158,0.5,2,2,1.0
158,0.6,1,1,1.0
158,0.7,3,3,1.0
158,0.8,0,0,-1.0
158,0.9,1,1,1.0
158,1.0,0,0,-1.0
159,0.1,20,20,1.0
159,0.2,14,14,1.0
159,0.3,6,6,1.0
159,0.4,8,12,1.5
159,0.5,4,4,1.0
159,0.6,0,0,-1.0
159,0.7,2,2,1.0
159,0.8,0,0,-1.0
159,0.9,1,1,1.0
159,1.0,0,0,-1.0
160,0.1,12,13,1.0833333333333333
160,0.2,5,5,1.0
160,0.3,7,7,1.0
160,0.4,2,2,1.0
160,0.5,1,1,1.0
160,0.6,0,0,-1.0
160,0.7,2,3,1.5
160,0.8,0,0,-1.0
160,0.9,2,2,1.0
160,1.0,0,0,-1.0
161,0.1,9,9,1.0
161,0.2,8,9,1.125
161,0.3,5,5,1.0
161,0.4,9,9,1.0
161,0.5,1,1,1.0
161,0.6,1,1,1.0
161,0.7,1,1,1.0
161,0.8,0,0,-1.0
161,0.9,0,0,-1.0
161,1.0,0,0,-1.0
162,0.1,25,25,1.0
162,0.2,14,14,1.0
162,0.3,11,11,1.0
162,0.4,8,8,1.0
162,0.5,3,3,1.0
162,0.6,2,2,1.0
162,0.7,2,2,1.0
162,0.8,0,0,-1.0
162,0.9,0,0,-1.0
162,1.0,0,0,-1.0
163,0.1,10,10,1.0
163,0.2,6,7,1.1666666666666667
163,0.3,3,3,1.0
163,0.4,2,2,1.0
163,0.5,0,0,-1.0
163,0.6,1,1,1.0
163,0.7,1,1,1.0
163,0.8,1,1,1.0
163,0.9,1,1,1.0
163,1.0,0,0,-1.0
164,0.1,6,6,1.0
164,0.2,10,10,1.0
164,0.3,2,2,1.0
164,0.4,1,3,3.0
164,0.5,1,1,1.0
164,0.6,2,2,1.0
164,0.7,0,0,-1.0
164,0.8,0,0,-1.0
164,0.9,0,0,-1.0
164,1.0,0,0,-1.0
165,0.1,8,8,1.0
165,0.2,2,2,1.0
165,0.3,1,1,1.0
165,0.4,4,6,1.5
165,0.5,1,2,2.0
165,0.6,1,1,1.0
165,0.7,0,0,-1.0
165,0.8,0,0,-1.0
165,0.9,0,0,-1.0
165,1.0,0,0,-1.0
166,0.1,1,1,1.0
166,0.2,4,4,1.0
166,0.3,3,4,1.3333333333333333
166,0.4,4,4,1.0
166,0.5,4,4,1.0
166,0.6,0,0,-1.0
166,0.7,2,2,1.0
166,0.8,0,0,-1.0
166,0.9,1,1,1.0
166,1.0,0,0,-1.0
167,0.1,42,45,1.0714285714285714
167,0.2,32,34,1.0625
167,0.3,38,44,1.1578947368421053
167,0.4,21,28,1.3333333333333333
167,0.5,11,17,1.5454545454545454
167,0.6,2,13,6.5
167,0.7,5,8,1.6
167,0.8,0,0,-1.0
167,0.9,2,2,1.0
167,1.0,0,0,-1.0
168,0.1,15,15,1.0
168,0.2,6,6,1.0
168,0.3,7,7,1.0
168,0.4,1,1,1.0
168,0.5,6,8,1.3333333333333333
168,0.6,0,0,-1.0
168,0.7,1,1,1.0
168,0.8,0,0,-1.0
168,0.9,1,1,1.0
168,1.0,0,0,-1.0
169,0.1,5,5,1.0
169,0.2,8,8,1.0
169,0.3,8,8,1.0
169,0.4,9,9,1.0
169,0.5,4,4,1.0
169,0.6,1,1,1.0
169,0.7,1,2,2.0
169,0.8,1,1,1.0
169,0.9,1,1,1.0
169,1.0,0,0,-1.0
170,0.1,5,5,1.0
170,0.2,5,7,1.4
170,0.3,4,5,1.25
170,0.4,5,6,1.2
170,0.5,3,3,1.0
170,0.6,1,1,1.0
170,0.7,1,3,3.0
170,0.8,0,0,-1.0
170,0.9,0,0,-1.0
170,1.0,0,0,-1.0
171,0.1,33,34,1.0303030303030303
171,0.2,10,10,1.0
171,0.3,14,15,1.0714285714285714
171,0.4,10,13,1.3
171,0.5,4,4,1.0
171,0.6,0,0,-1.0
171,0.7,1,2,2.0
171,0.8,0,0,-1.0
171,0.9,0,0,-1.0
171,1.0,0,0,-1.0
172,0.1,16,20,1.25
172,0.2,5,5,1.0
172,0.3,7,7,1.0
172,0.4,6,6,1.0
172,0.5,4,10,2.5
172,0.6,2,2,1.0
172,0.7,0,0,-1.0
172,0.8,0,0,-1.0
172,0.9,0,0,-1.0
172,1.0,0,0,-1.0
173,0.1,3,3,1.0
173,0.2,7,21,3.0
173,0.3,8,8,1.0
173,0.4,5,6,1.2
173,0.5,1,1,1.0
173,0.6,1,1,1.0
173,0.7,0,0,-1.0
173,0.8,0,0,-1.0
173,0.9,0,0,-1.0
173,1.0,0,0,-1.0
174,0.1,8,8,1.0
174,0.2,7,7,1.0
174,0.3,9,13,1.4444444444444444
174,0.4,6,8,1.3333333333333333
174,0.5,3,3,1.0
174,0.6,1,1,1.0
174,0.7,0,0,-1.0
174,0.8,0,0,-1.0
174,0.9,0,0,-1.0
174,1.0,0,0,-1.0
175,0.1,13,14,1.0769230769230769
175,0.2,11,11,1.0
175,0.3,10,10,1.0
175,0.4,9,9,1.0
175,0.5,5,5,1.0
175,0.6,0,0,-1.0
175,0.7,1,2,2.0
175,0.8,0,0,-1.0
175,0.9,0,0,-1.0
175,1.0,0,0,-1.0
176,0.1,17,17,1.0
176,0.2,10,10,1.0
176,0.3,9,10,1.1111111111111112
176,0.4,5,5,1.0
176,0.5,4,4,1.0
176,0.6,1,1,1.0
176,0.7,1,1,1.0
176,0.8,0,0,-1.0
176,0.9,2,2,1.0
176,1.0,0,0,-1.0
177,0.1,8,8,1.0
177,0.2,7,7,1.0
177,0.3,8,9,1.125
177,0.4,4,4,1.0
177,0.5,4,5,1.25
177,0.6,2,2,1.0
177,0.7,2,3,1.5
177,0.8,0,0,-1.0
177,0.9,2,2,1.0
177,1.0,0,0,-1.0
178,0.1,17,20,1.1764705882352942
178,0.2,8,8,1.0
178,0.3,9,9,1.0
178,0.4,10,10,1.0
178,0.5,5,5,1.0
178,0.6,0,0,-1.0
178,0.7,3,5,1.6666666666666667
178,0.8,0,0,-1.0
178,0.9,1,1,1.0
178,1.0,0,0,-1.0
179,0.1,11,11,1.0
179,0.2,8,9,1.125
179,0.3,9,9,1.0
179,0.4,13,13,1.0
179,0.5,5,10,2.0
179,0.6,2,2,1.0
179,0.7,3,5,1.6666666666666667
179,0.8,0,0,-1.0
179,0.9,0,0,-1.0
179,1.0,0,0,-1.0
180,0.1,3,3,1.0
180,0.2,8,9,1.125
180,0.3,9,9,1.0
180,0.4,8,8,1.0
180,0.5,2,2,1.0
180,0.6,2,4,2.0
180,0.7,2,3,1.5
180,0.8,0,0,-1.0
180,0.9,1,1,1.0
180,1.0,0,0,-1.0
181,0.1,4,4,1.0
181,0.2,4,4,1.0
181,0.3,5,6,1.2
181,0.4,2,2,1.0
181,0.5,2,3,1.5
181,0.6,1,1,1.0
181,0.7,0,0,-1.0
181,0.8,0,0,-1.0
181,0.9,0,0,-1.0
181,1.0,0,0,-1.0
182,0.1,1,1,1.0
182,0.2,7,8,1.1428571428571428
182,0.3,7,7,1.0
182,0.4,6,7,1.1666666666666667
182,0.5,2,2,1.0
182,0.6,2,9,4.5
182,0.7,0,0,-1.0
182,0.8,0,0,-1.0
182,0.9,0,0,-1.0
182,1.0,0,0,-1.0
183,0.1,4,4,1.0
183,0.2,4,4,1.0
183,0.3,1,1,1.0
183,0.4,2,2,1.0
183,0.5,1,2,2.0
183,0.6,0,0,-1.0
183,0.7,0,0,-1.0
183,0.8,0,0,-1.0
183,0.9,0,0,-1.0
183,1.0,0,0,-1.0
184,0.1,9,9,1.0
184,0.2,5,6,1.2
184,0.3,8,9,1.125
184,0.4,9,10,1.1111111111111112
184,0.5,3,3,1.0
184,0.6,1,1,1.0
184,0.7,0,0,-1.0
184,0.8,0,0,-1.0
184,0.9,0,0,-1.0
184,1.0,0,0,-1.0
185,0.1,5,5,1.0
185,0.2,8,8,1.0
185,0.3,3,3,1.0
185,0.4,3,3,1.0
185,0.5,1,1,1.0
185,0.6,0,0,-1.0
185,0.7,0,0,-1.0
185,0.8,0,0,-1.0
185,0.9,0,0,-1.0
185,1.0,0,0,-1.0
186,0.1,10,10,1.0
186,0.2,2,2,1.0
186,0.3,3,3,1.0
186,0.4,4,5,1.25
186,0.5,0,0,-1.0
186,0.6,0,0,-1.0
186,0.7,0,0,-1.0
186,0.8,0,0,-1.0
186,0.9,0,0,-1.0
186,1.0,0,0,-1.0
187,0.1,6,6,1.0
187,0.2,0,0,-1.0
187,0.3,5,5,1.0
187,0.4,2,2,1.0
187,0.5,0,0,-1.0
187,0.6,0,0,-1.0
187,0.7,0,0,-1.0
187,0.8,0,0,-1.0
187,0.9,0,0,-1.0
187,1.0,0,0,-1.0
188,0.1,11,11,1.0
188,0.2,5,5,1.0
188,0.3,7,7,1.0
188,0.4,3,3,1.0
188,0.5,2,2,1.0
188,0.6,1,2,2.0
188,0.7,0,0,-1.0
188,0.8,0,0,-1.0
188,0.9,0,0,-1.0
188,1.0,0,0,-1.0
189,0.1,9,9,1.0
189,0.2,5,5,1.0
189,0.3,1,1,1.0
189,0.4,5,5,1.0
189,0.5,2,2,1.0
189,0.6,1,1,1.0
189,0.7,1,1,1.0
189,0.8,0,0,-1.0
189,0.9,0,0,-1.0
189,1.0,0,0,-1.0
190,0.1,12,12,1.0
190,0.2,4,4,1.0
190,0.3,2,2,1.0
190,0.4,2,2,1.0
190,0.5,0,0,-1.0
190,0.6,0,0,-1.0
190,0.7,0,0,-1.0
190,0.8,0,0,-1.0
190,0.9,0,0,-1.0
190,1.0,0,0,-1.0
